POSITIONS,,,,,,,,,,,,,
Strategy Type, Intraday,,,,,,,,,,,,
Square Off,Leg,,,,,,,,,,,,
,,,,,,,,,,,,,
Move SL to Cost,False,,,,,,,,,,,,
,,,,,,,,,,,,,
Lot Size, Action Type, Segment, Option Type, Target Profit, Stop Loss, Index, Expiry Type,,,,,,
1,SELL,Options,PUT,,30 %,Banknifty,Weekly,,,,,,
1,SELL,Options,CALL,,30 %,Banknifty,Weekly,,,,,,
1,SELL,Options,CALL,,50 pts,Banknifty,Weekly,,,,,,
1,SELL,Options,PUT,,50 pts,Banknifty,Weekly,,,,,,
,,,,,,,,,,,,,
From Date,Tue Jul 14 2020,,,,,,,,,,,,
To Date,Wed Jul 14 2021,,,,,,,,,,,,
Entry Time,09:59,,,,,,,,,,,,
Exit Time,14:55,,,,,,,,,,,,
,,,,,,,,,,,,,
Target Profit,0,,,,,,,,,,,,
 Stop Loss, 2500 Total MTM,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
18 Jun 2021 (Fri),-2500,13:59,2630/-7627,Stop Loss Hit,129.75 (0.37%),15.81 - 14.99,-,215.55 (34285.40-34500.95),-3012.25 (401.65-522.14 = 120.49) 34300PE 10:56:00,793.75 (455.1-423.35 = -31.75) 34300CE,793.75 (455.1-423.35 = -31.75) 34300CE,-1250.00 (401.65-451.65 = 50.00) 34300PE 10:29:00,
21 Jun 2021 (Mon),9073,14:55,9424/-794,-,-448.55 (-1.3%),16.01 - 15.24,-,610.05 (34197.05-34807.10),6467.50 (361-102.3 = -258.70) 34200PE,-2612.00 (348.25-452.73 = 104.48) 34200CE 10:30:00,-1250.00 (348.25-398.25 = 50.00) 34200CE 10:01:00,6467.50 (361-102.3 = -258.70) 34200PE,
22 Jun 2021 (Tue),3395,14:55,3736/-1488,-,213.6 (0.61%),14.62 - 14.7,Day Open > PDH,-355.15 (35166.80-34811.65),-1964.25 (261.9-340.47 = 78.57) 35200PE 12:20:00,3305.00 (241.95-109.75 = -132.20) 35200CE,3305.00 (241.95-109.75 = -132.20) 35200CE,-1250.00 (261.9-311.9 = 50.00) 35200PE 12:20:00,
23 Jun 2021 (Wed),-2500,10:50,518/-5420,Stop Loss Hit,166.85 (0.48%),14.95 - 15.35,-,-138.90 (34744.15-34605.25),-1338.00 (178.4-231.92 = 53.52) 34700PE 10:15:00,41.25 (252.05-250.4 = -1.65) 34700CE,41.25 (252.05-250.4 = -1.65) 34700CE,-1250.00 (178.4-228.4 = 50.00) 34700PE 10:15:00,
24 Jun 2021 (Thu),-2500,13:14,1164/-4437,Stop Loss Hit,113.7 (0.33%),15.13 - 15.28,-,113.50 (34775.15-34888.65),-1054.50 (140.6-182.78 = 42.18) 34800PE 11:32:00,-312.50 (117.75-130.25 = 12.50) 34800CE,-312.50 (117.75-130.25 = 12.50) 34800CE,-1250.00 (140.6-190.6 = 50.00) 34800PE 11:39:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
25 Jun 2021 (Fri),1820,14:55,3408/-162,-,89.65 (0.26%),14.82 - 13.5,-,348.85 (35035.95-35384.80),3112.50 (313.25-188.75 = -124.50) 35000PE,-3154.25 (420.55-546.72 = 126.17) 35000CE 13:29:00,-1250.00 (420.55-470.55 = 50.00) 35000CE 11:57:00,3112.50 (313.25-188.75 = -124.50) 35000PE,
28 Jun 2021 (Mon),1800,14:55,2598/0,-,123.55 (0.35%),13.53 - 13.4,-,6.40 (35346.00-35352.40),326.25 (270.7-257.65 = -13.05) 35300PE,573.75 (357.8-334.85 = -22.95) 35300CE,573.75 (357.8-334.85 = -22.95) 35300CE,326.25 (270.7-257.65 = -13.05) 35300PE,
29 Jun 2021 (Tue),2954,14:55,3816/0,-,-39 (-0.11%),13.29 - 13.14,-,-142.05 (35117.10-34975.05),-1617.50 (215.65-280.35 = 64.70) 35100PE 14:01:00,2911.25 (294.15-177.7 = -116.45) 35100CE,2911.25 (294.15-177.7 = -116.45) 35100CE,-1250.00 (215.65-265.65 = 50.00) 35100PE 14:01:00,
30 Jun 2021 (Wed),-2500,13:44,2252/-5304,Stop Loss Hit,-8.4 (-0.02%),12.8 - 12.93,-,-143.50 (34990.90-34847.40),35.00 (180.35-178.95 = -1.40) 35000PE,-1452.50 (193.65-251.75 = 58.10) 35000CE 10:42:00,-1250.00 (193.65-243.65 = 50.00) 35000CE 10:39:00,35.00 (180.35-178.95 = -1.40) 35000PE,
1 Jul 2021 (Thu),-2500,13:12,1011/-3738,Stop Loss Hit,93.8 (0.27%),12.92 - 12.92,-,-105.65 (34819.15-34713.50),-733.25 (97.75-127.08 = 29.33) 34800PE 10:13:00,-442.50 (112.3-130 = 17.70) 34800CE,-442.50 (112.3-130 = 17.70) 34800CE,-1250.00 (97.75-147.75 = 50.00) 34800PE 10:39:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
2 Jul 2021 (Fri),1605,14:55,2230/-86,-,44.1 (0.13%),12.79 - 12.16,-,35.00 (34742.60-34777.60),1273.75 (288.6-237.65 = -50.95) 34700PE,307.50 (344-331.7 = -12.30) 34700CE,-1250.00 (344-394 = 50.00) 34700CE 12:59:00,1273.75 (288.6-237.65 = -50.95) 34700PE,
5 Jul 2021 (Mon),2312,14:55,2512/0,-,201.05 (0.58%),12.42 - 12.03,Day Open > PDH,103.65 (35098.05-35201.70),1918.75 (235.1-158.35 = -76.75) 35100PE,-762.50 (240-270.5 = 30.50) 35100CE,-762.50 (240-270.5 = 30.50) 35100CE,1918.75 (235.1-158.35 = -76.75) 35100PE,
6 Jul 2021 (Tue),2769,14:55,3266/-24,-,-38.4 (-0.11%),11.95 - 12.23,-,244.55 (35470.55-35715.10),2633.75 (214.3-108.95 = -105.35) 35500PE,-1248.25 (166.45-216.38 = 49.93) 35500CE 11:09:00,-1250.00 (166.45-216.45 = 50.00) 35500CE 11:09:00,2633.75 (214.3-108.95 = -105.35) 35500PE,
7 Jul 2021 (Wed),1281,14:55,1454/0,-,-28.55 (-0.08%),12.49 - 12.23,-,63.60 (35625.35-35688.95),1301.25 (160.25-108.2 = -52.05) 35600PE,-71.25 (183.6-186.45 = 2.85) 35600CE,-1250.00 (183.6-233.6 = 50.00) 35600CE 12:45:00,1301.25 (160.25-108.2 = -52.05) 35600PE,
8 Jul 2021 (Thu),4667,14:55,4677/-218,-,-168.05 (-0.47%),12.61 - 13.7,-,-496.00 (35733.65-35237.65),-620.25 (82.7-107.51 = 24.81) 35700PE 11:45:00,3268.75 (131.8-1.05 = -130.75) 35700CE,3268.75 (131.8-1.05 = -130.75) 35700CE,-1250.00 (82.7-132.7 = 50.00) 35700PE 12:00:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
9 Jul 2021 (Fri),2645,14:55,3988/-2146,-,-110.35 (-0.31%),13.47 - 12.96,-,126.45 (34973.00-35099.45),3205.00 (334-205.8 = -128.20) 35000PE,-2514.75 (335.3-435.89 = 100.59) 35000CE 10:35:00,-1250.00 (335.3-385.3 = 50.00) 35000CE 10:19:00,3205.00 (334-205.8 = -128.20) 35000PE,
12 Jul 2021 (Mon),3408,14:55,4548/0,-,213.1 (0.61%),12.8 - 13.13,Day Open > PDH,-195.60 (35326.40-35130.80),-1554.50 (207.25-269.43 = 62.18) 35300PE 13:13:00,3106.25 (289-164.75 = -124.25) 35300CE,3106.25 (289-164.75 = -124.25) 35300CE,-1250.00 (207.25-257.25 = 50.00) 35300PE 13:13:00,
13 Jul 2021 (Tue),1672,14:55,2000/-1252,-,281.15 (0.8%),12.61 - 12.68,Day Open > PDH,278.25 (35410.80-35689.05),2226.25 (181.9-92.85 = -89.05) 35400PE,-1530.50 (204.05-265.27 = 61.22) 35400CE 11:44:00,-1250.00 (204.05-254.05 = 50.00) 35400CE 11:44:00,2226.25 (181.9-92.85 = -89.05) 35400PE,
14 Jul 2021 (Wed),2455,14:55,3007/-645,-,-87.55 (-0.25%),12.89 - 12.67,-,234.35 (35468.85-35703.20),2442.50 (171.15-73.45 = -97.70) 35500PE,-1179.75 (157.3-204.49 = 47.19) 35500CE 10:39:00,-1250.00 (157.3-207.3 = 50.00) 35500CE 10:39:00,2442.50 (171.15-73.45 = -97.70) 35500PE,
